Palavra-chave de pesquisa
1 de janeiro de 2026 - 6 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,CPM médio
2026-02-05,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,5,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-06,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
2026-02-07,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-09,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-10,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-11,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00","25,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-14,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-25,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-26,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-12,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-13,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00","66,67%","66,67%","0,00",0,0,0,"0,00"
2026-01-14,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-15,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,8,"0,00%",0,"0,00","25,00%","25,00%","0,00",0,0,0,"0,00"
2026-01-19,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-24,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-26,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,5,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-28,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,9,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-29,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-31,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,8,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
2026-02-01,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,17,"0,00%",0,"0,00","71,43%","71,43%","0,00",0,0,0,"0,00"
2026-02-02,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,8,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0,"0,00"
2026-02-03,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-04,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-06,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-02-07,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-09,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-02-10,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,6,"0,00%",0,"0,00","40,00%","60,00%","0,00",0,0,0,"0,00"
2026-02-12,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-13,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-14,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-15,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,15,"0,00%",0,"0,00","50,00%","80,00%","0,00",0,0,0,"0,00"
2026-02-16,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,10,"0,00%",0,"0,00","71,43%","85,71%","0,00",0,0,0,"0,00"
2026-02-17,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,5,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
2026-02-18,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00","33,33%","33,33%","0,00",0,0,0,"0,00"
2026-02-19,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,9,"0,00%",0,"0,00","75,00%","75,00%","0,00",0,0,0,"0,00"
2026-02-20,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-21,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-22,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,6,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-02-23,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-24,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-25,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-02-26,rinite alérgica,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-14,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-15,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-16,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-19,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-20,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,96,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-21,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,44,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-22,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-23,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-25,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,51,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0,"0,00"
2026-02-02,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,21,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0,"0,00"
2026-02-03,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-04,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,7,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-05,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,10,"0,00%",0,"0,00","75,00%","75,00%","0,00",0,0,0,"0,00"
2026-02-08,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0,"0,00"
2026-02-09,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,7,"0,00%",0,"0,00","71,43%","85,71%","0,00",0,0,0,"0,00"
2026-02-11,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,14,"0,00%",0,"0,00","62,50%","75,00%","0,00",0,0,0,"0,00"
2026-02-13,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,9,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-15,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,21,"0,00%",0,"0,00","72,22%","83,33%","0,00",0,0,0,"0,00"
2026-02-16,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,22,"0,00%",0,"0,00","66,67%","94,44%","0,00",0,0,0,"0,00"
2026-02-19,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,20,"0,00%",0,"0,00","69,23%","92,31%","0,00",0,0,0,"0,00"
2026-02-20,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,13,"0,00%",0,"0,00","80,00%","90,00%","0,00",0,0,0,"0,00"
2026-02-23,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,7,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-24,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,27,"0,00%",0,"0,00","54,55%","81,82%","0,00",0,0,0,"0,00"
2026-02-25,equipamentos de limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,11,"0,00%",0,"0,00","81,82%","100,00%","0,00",0,0,0,"0,00"
2026-01-21,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-22,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-23,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-24,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-25,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-26,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,25,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-29,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-30,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-31,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-01,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,22,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-02,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-03,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-04,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-05,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-10,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-11,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-13,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-14,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-15,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-16,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-17,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-18,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-19,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-21,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-23,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-24,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-25,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-26,limpeza de tapetes,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-21,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-23,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-24,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-26,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-03,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-04,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-05,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-02-06,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-07,limpeza de carpetes,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-27,lavagem de estofados,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-28,lavagem de estofados,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,14,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-29,lavagem de estofados,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-30,lavagem de estofados,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-31,lavagem de estofados,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
