Relatório de insights sobre termos de pesquisa
1 de janeiro de 2026 - 7 de julho de 2026
Categoria de pesquisa,Subcategoria de pesquisa,Termos de pesquisa,Impressões,Cliques,Conversões,Valor conv.,CTR,Taxa de conv.,Volume de pesquisa
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,purificador de ar green air ss500 pro,3,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,purificador de ar inteligente,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,qual o melhor robo limpa vidros,2,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,removedor de pelos de roupa elétrico,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,robo limpa vidros qual o melhor,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,robô limpa vidros leroy merlin,2,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,robô limpa vidros liectroux s11,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,saco a vácuo para viagem onde comprar,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,umidificador preto,1,0,"0,00","0,00","0,00%","0,00%", --
hyla acessorios,Subcategoria: total, --,284,7,"0,00","0,00","2,46%","0,00%",100.000 - 1.000.000
hyla acessorios,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla acessorios,Termos de pesquisa sem classificação,hyla acessorios,214,5,"0,00","0,00","2,34%","0,00%", --
tirar bolinha roupa,Subcategoria: total, --,399,9,"0,00","0,00","2,26%","0,00%",100.000 - 1.000.000
tirar bolinha roupa,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinha roupa,2,1,"0,00","0,00","50,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinha da roupa,6,1,"0,00","0,00","16,67%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,removedor de bolinhas de roupa profissional,7,2,"0,00","0,00","28,57%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,removedor de bolinhas de roupa elétrico,5,1,"0,00","0,00","20,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,aparelho para remover bolinhas da roupa,3,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,bolinha na roupa como tirar,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,come bolinha de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como remover bolinhas das roupas,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar as bolinhas da roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinha da roupa,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinha das roupas preta,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinha de roupa,5,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinha de roupas,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinhas da roupa,8,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinhas da roupa na máquina de lavar,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinhas das roupas,3,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,como tirar bolinhas de roupas,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,escova para tirar bolinha de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,escova para tirar bolinhas da roupa,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,escova tira bolinhas de roupas,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,extrator de bolinhas de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,limpa bolinha de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,melhor removedor de bolinhas de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,melhor tira bolinhas de roupa,5,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,o que tira bolinhas de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,qual o melhor aparelho para tirar bolinha de roupa,3,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,qual o melhor removedor de bolinhas de roupa,10,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,qual o melhor tira bolinhas de roupa,3,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,removedor de bolinhas de roupa philips,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,remover bolinhas da roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinha de roupa,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinha de roupa philips,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinha de roupa profissional,4,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinha de roupas,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinha roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinhas da roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinhas das roupas,3,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinhas de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinhas de roupa eletrico,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinhas de roupas,57,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tira bolinhas roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinha das roupas,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinha de roupa,29,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinha de roupa eletrico,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinhas da roupa,4,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinhas das roupas,4,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinhas de roupa,5,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinhas de roupa eletrico,1,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar bolinhas roupas,2,0,"0,00","0,00","0,00%","0,00%", --
tirar bolinha roupa,Termos de pesquisa sem classificação,tirar pelos e bolinhas da roupa,1,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Subcategoria: total, --,138,2,"0,00","0,00","1,45%","0,00%",10.000 - 100.000
furminator gatos pelos longos,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,furminator gatos pelos longos,1,1,"0,00","0,00","100,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova de gato furminator,5,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova de gatos furminator,2,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova furminator gato,6,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova furminator gatos,3,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova furminator para gatos,1,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova gato furminator,1,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova para gato furminator,2,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,escova para gatos furminator,7,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,furminator escova gatos,1,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,furminator gato,16,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,furminator gatos,35,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,furminator para gatos,3,0,"0,00","0,00","0,00%","0,00%", --
furminator gatos pelos longos,Termos de pesquisa sem classificação,pente para gatos furminator,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Subcategoria: total, --,354,6,"0,00","0,00","1,69%","0,00%",10.000 - 100.000
onde comprar aspirador rainbow,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,onde comprar aspirador rainbow,1,1,"0,00","0,00","100,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,saco rainbow,6,1,"0,00","0,00","16,67%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aparelho rainbow,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador de pó rainbow preço,7,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador de pó rainbow valor,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow amazon,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow brasil,3,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow comprar,12,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow concorrente,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow curitiba,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow novo,8,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow onde comprar,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow power nozzle,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow preco,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow preco brasil,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow preço,42,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow preço 2025,4,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow preço brasil,7,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow valor,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,aspirador rainbow video,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,comprar aspirador rainbow,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,comprar rainbow aspirador,4,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,melhor preço aspirador rainbow,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,preco aspirador rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,preço aspirador rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,quanto custa aspirador rainbow,2,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,quanto custa um aspirador de pó rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,quanto custa um aspirador rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,quanto custa um aspirador rainbow novo,6,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,quanto custa um rainbow novo,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow aparelho,3,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow aspirador comprar,9,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow aspirador novo,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow aspirador preço,5,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow aspirador quanto custa,1,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow aspirador valor,7,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow ou vivenso,3,0,"0,00","0,00","0,00%","0,00%", --
onde comprar aspirador rainbow,Termos de pesquisa sem classificação,rainbow srx aspirador de pó,2,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Subcategoria: total, --,280,1,"0,00","0,00","0,36%","0,00%",100.000 - 1.000.000
desumidificador de ar,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador de ar,179,1,"0,00","0,00","0,56%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador,55,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador de ar compressor smart wi fi,1,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador de ar preto,1,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador dry,1,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador fotografia,1,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador preto,1,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,desumidificador sirui,1,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,ovo desumidificador,1,0,"0,00","0,00","0,00%","0,00%", --
desumidificador de ar,Termos de pesquisa sem classificação,yogar desumidificador,5,0,"0,00","0,00","0,00%","0,00%", --
vassoura para carpete feiticeira,Subcategoria: total, --,10,0,"0,00","0,00","0,00%","0,00%",1.000 - 10.000
