Performance dos anúncios
3 de março de 2026 - 28 de julho de 2026
Dia,Status do anúncio,Tipo de anúncio,URL final,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Caminho 1,Caminho 2,URL final para dispositivos móveis,Modelo de rastreamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Tipo de campanha,Subtipo da campanha,URL final do anúncio,URL final para dispositivos móveis do anúncio,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-07-28,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,44,950,"4,63%",BRL,"0,81","35,50","0,00",0,0,"0,00%"
2026-07-26,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,43,1.099,"3,91%",BRL,"0,73","31,44","0,00",0,0,"0,00%"
2026-05-23,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,41,260,"15,77%",BRL,"0,73","29,98","0,00",0,0,"0,00%"
2026-07-08,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,41,162,"25,31%",BRL,"0,24","9,67","0,00",0,0,"0,00%"
2026-06-23,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,41,958,"4,28%",BRL,"0,57","23,56","0,00",0,0,"0,00%"
2026-07-14,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,41,1.237,"3,31%",BRL,"0,50","20,68","0,00",0,0,"0,00%"
2026-07-10,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,Máquina de solda a laser,3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de corte industrial, --,Máquina laser profissional, --,Máquina a Lazer Industrial, --,Máquina Laser com Câmera, --,Equipamentos para produção, --,Máquinas a Laser para produção, --,Equipamento linha de produção, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina para limpeza, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,04 [V4] SEACH_INDUSTRIAL,Industrial,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,40,1.012,"3,95%",BRL,"0,62","24,89","0,00",0,0,"0,00%"
2026-07-17,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,38,1.536,"2,47%",BRL,"0,22","8,52","0,00",0,0,"0,00%"
2026-07-14,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,38,1.258,"3,02%",BRL,"0,40","15,36","0,00",0,0,"0,00%"
2026-07-21,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,38,814,"4,67%",BRL,"0,30","11,45","0,00",0,0,"0,00%"
2026-07-01,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,37,322,"11,49%",BRL,"0,38","13,88","0,00",0,0,"0,00%"
2026-07-22,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,37,1.566,"2,36%",BRL,"0,26","9,44","0,00",0,0,"0,00%"
2026-07-11,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,37,964,"3,84%",BRL,"0,67","24,61","0,00",0,0,"0,00%"
2026-07-13,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,36,1.082,"3,33%",BRL,"0,38","13,65","0,00",0,0,"0,00%"
2026-07-27,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,36,920,"3,91%",BRL,"0,73","26,45","0,00",0,0,"0,00%"
2026-07-02,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,35,189,"18,52%",BRL,"0,40","13,98","0,00",0,0,"0,00%"
2026-07-02,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,35,1.131,"3,09%",BRL,"0,33","11,67","0,00",0,0,"0,00%"
2026-07-11,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,35,1.172,"2,99%",BRL,"0,49","17,18","0,00",0,0,"0,00%"
2026-06-28,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,34,461,"7,38%",BRL,"0,30","10,21","0,00",0,0,"0,00%"
2026-07-07,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,Máquina de solda a laser,3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de corte industrial, --,Máquina laser profissional, --,Máquina a Lazer Industrial, --,Máquina Laser com Câmera, --,Equipamentos para produção, --,Máquinas a Laser para produção, --,Equipamento linha de produção, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina para limpeza, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,04 [V4] SEACH_INDUSTRIAL,Industrial,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,34,806,"4,22%",BRL,"1,75","59,66","0,00",0,0,"0,00%"
2026-07-12,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,33,277,"11,91%",BRL,"0,38","12,52","0,00",0,0,"0,00%"
