Palavra-chave de pesquisa
3 de março de 2026 - 28 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-07-16,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,5,"40,00%","0,03","0,05","100,00%","100,00%","0,00",0,0,"0,00%"
2026-03-12,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,76,"2,63%","1,84","3,68","15,52%","87,93%","0,00",0,0,"0,00%"
2026-03-13,Maquina laser 1390,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,72,"2,78%","1,71","3,42","12,07%","87,93%","0,00",0,0,"0,00%"
2026-03-25,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,33,"6,06%","1,87","3,73","46,15%","76,92%","0,00",0,0,"0,00%"
2026-04-18,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,20,"10,00%","0,98","1,96","22,22%","88,89%","0,00",0,0,"0,00%"
2026-04-19,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,7,"28,57%","0,94","1,88","16,67%","83,33%","0,00",0,0,"0,00%"
2026-07-01,Maquinas corte mdf,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,38,"5,26%","0,31","0,62",0,0,"0,00",0,0,"0,00%"
2026-03-12,Maquina laser acrilico,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,53,"3,77%","1,79","3,58","38,89%","77,78%","0,00",0,0,"0,00%"
2026-05-19,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,23,"8,70%","1,02","2,04","16,67%","91,67%","0,00",0,0,"0,00%"
2026-05-22,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,44,"4,55%","1,72","3,44","31,58%","89,47%","0,00",0,0,"0,00%"
2026-07-03,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,25,"8,00%","0,15","0,30","0,00%","0,00%","0,00",0,0,"0,00%"
2026-07-15,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,48,"4,17%","0,22","0,44",0,0,"0,00",0,0,"0,00%"
2026-07-22,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,29,"6,90%","0,56","1,13","11,11%","50,00%","0,00",0,0,"0,00%"
2026-03-25,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,41,"4,88%","2,00","4,00","48,65%","89,19%","0,00",0,0,"0,00%"
2026-04-13,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,35,"5,71%","0,11","0,22","50,00%","75,00%","0,00",0,0,"0,00%"
2026-04-18,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,42,"4,76%","0,26","0,51","6,67%","66,67%","0,00",0,0,"0,00%"
2026-04-20,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",2,126,"1,59%","0,99","1,98","28,89%","62,22%","0,00",0,0,"0,00%"
2026-07-14,maquina de corte laser acrilico,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",2,8,"25,00%","0,65","1,30","0,00%","100,00%","0,00",0,0,"0,00%"
2026-07-08,maquina corte laser tecido,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",2,17,"11,76%","0,64","1,28","0,00%","20,00%","0,00",0,0,"0,00%"
2026-07-14,maquina corte laser tecido,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",2,16,"12,50%","0,28","0,56","0,00%","0,00%","0,00",0,0,"0,00%"
2026-07-17,maquina de corte a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,48,"4,17%","0,13","0,26",0,0,"0,00",0,0,"0,00%"
2026-07-24,maquina de corte a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,116,"1,72%","0,17","0,33","0,00%","40,00%","0,00",0,0,"0,00%"
2026-07-03,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,59,"3,39%","0,37","0,73","11,11%","25,93%","0,00",0,0,"0,00%"
2026-07-12,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,42,"4,76%","0,73","1,46","0,00%","37,50%","0,00",0,0,"0,00%"
2026-07-14,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,70,"2,86%","0,25","0,50","0,00%","37,50%","0,00",0,0,"0,00%"
2026-07-17,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,325,"0,62%","0,19","0,37","25,00%","50,00%","0,00",0,0,"0,00%"
2026-07-07,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,48,"4,17%","0,92","1,83","3,23%","41,94%","0,00",0,0,"0,00%"
2026-07-08,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,102,"1,96%","0,52","1,03","4,00%","32,00%","0,00",0,0,"0,00%"
2026-07-11,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,44,"4,55%","0,69","1,38","0,00%","42,11%","0,00",0,0,"0,00%"
2026-07-16,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,16,"12,50%","0,20","0,40","0,00%","0,00%","0,00",0,0,"0,00%"
2026-07-24,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",2,50,"4,00%","0,24","0,48","0,00%","50,00%","0,00",0,0,"0,00%"
2026-03-14,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,35,"5,71%","2,29","4,57","30,00%","93,33%","0,00",0,0,"0,00%"
2026-04-13,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,6,"33,33%","2,13","4,25","66,67%","100,00%","0,00",0,0,"0,00%"
2026-04-17,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,21,"9,52%","1,43","2,87","56,25%","100,00%","0,00",0,0,"0,00%"
2026-07-01,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,12,"16,67%","0,46","0,92","10,00%","40,00%","0,00",0,0,"0,00%"
2026-07-13,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,5,"40,00%","0,42","0,83","25,00%","75,00%","0,00",0,0,"0,00%"
2026-07-16,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,2,"100,00%","0,65","1,29","0,00%","100,00%","0,00",0,0,"0,00%"
2026-07-25,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,15,"13,33%","1,19","2,37","14,29%","57,14%","0,00",0,0,"0,00%"
2026-03-12,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,36,"5,56%","2,02","4,05","45,83%","83,33%","0,00",0,0,"0,00%"
2026-03-27,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,78,"2,56%","1,34","2,67","38,89%","83,33%","0,00",0,0,"0,00%"
2026-03-10,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,33,"6,06%","7,60","15,19","80,65%","100,00%","0,00",0,0,"0,00%"
2026-07-23,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,16,"12,50%","1,37","2,74","42,86%","78,57%","0,00",0,0,"0,00%"
2026-03-12,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,28,"7,14%","2,47","4,94","32,00%","80,00%","0,00",0,0,"0,00%"
2026-07-21,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,14,"14,29%","1,11","2,21","20,00%","60,00%","0,00",0,0,"0,00%"
2026-07-22,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,104,"1,92%","1,52","3,04","6,06%","16,16%","0,00",0,0,"0,00%"
2026-03-10,gravação a laser curitiba,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,5,"40,00%","6,29","12,57","60,00%","80,00%","0,00",0,0,"0,00%"
2026-03-27,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,34,"5,88%","0,30","0,59","59,09%","100,00%","0,00",0,0,"0,00%"
2026-04-18,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,45,"4,44%","0,85","1,69","28,00%","88,00%","0,00",0,0,"0,00%"
2026-03-10,central do laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,7,"28,57%","7,85","15,70","100,00%","100,00%","0,00",0,0,"0,00%"
2026-07-28,delta cnc,Limitado,baixa qualidade,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,3,"66,67%","0,95","1,90","0,00%","100,00%","0,00",0,0,"0,00%"
2026-03-10,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,8,"25,00%","1,17","2,34","100,00%","100,00%","0,00",0,0,"0,00%"
2026-03-27,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,3,"66,67%","0,33","0,65","100,00%","100,00%","0,00",0,0,"0,00%"
2026-04-17,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,2,"100,00%","0,74","1,48","50,00%","100,00%","0,00",0,0,"0,00%"
2026-04-19,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,2,"100,00%","1,16","2,32","100,00%","100,00%","0,00",0,0,"0,00%"
2026-04-21,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,2,"100,00%","2,09","4,18","100,00%","100,00%","0,00",0,0,"0,00%"
2026-05-17,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,2,"100,00%","0,02","0,04","50,00%","100,00%","0,00",0,0,"0,00%"
2026-05-26,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,3,"66,67%","0,08","0,16","66,67%","100,00%","0,00",0,0,"0,00%"
2026-06-13,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,1,"200,00%","0,01","0,02","100,00%","100,00%","0,00",0,0,"0,00%"
2026-06-18,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,3,"66,67%","0,08","0,15","66,67%","100,00%","0,00",0,0,"0,00%"
2026-06-23,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,12,"16,67%","0,29","0,58","100,00%","100,00%","0,00",0,0,"0,00%"
2026-07-21,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,14,"14,29%","0,29","0,57","75,00%","87,50%","0,00",0,0,"0,00%"
2026-03-11,cnc zumaq,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,3,"66,67%","3,69","7,38","0,00%","100,00%","0,00",0,0,"0,00%"
2026-03-12,tubo laser yongli,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,27,"7,41%","1,93","3,85","38,89%","94,44%","0,00",0,0,"0,00%"
2026-03-13,laser 1500w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,20,"10,00%","0,84","1,68","8,33%","66,67%","0,00",0,0,"0,00%"
2026-04-18,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,50,"4,00%","0,35","0,70",0,0,"0,00",0,0,"0,00%"
2026-04-20,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,167,"1,20%","1,94","3,88","36,84%","78,95%","0,00",0,0,"0,00%"
2026-03-14,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,37,"5,41%","2,61","5,22","51,52%","100,00%","0,00",0,0,"0,00%"
2026-05-21,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,20,"10,00%","1,41","2,81","23,53%","88,24%","0,00",0,0,"0,00%"
2026-05-23,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,32,"6,25%","2,57","5,13","45,00%","95,00%","0,00",0,0,"0,00%"
2026-05-27,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,2,"100,00%","0,10","0,19","50,00%","100,00%","0,00",0,0,"0,00%"
2026-07-01,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,68,"2,94%","0,91","1,82","3,70%","62,96%","0,00",0,0,"0,00%"
2026-07-09,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,49,"4,08%","0,75","1,49","8,82%","64,71%","0,00",0,0,"0,00%"
2026-07-12,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,34,"5,88%","0,99","1,98","11,11%","48,15%","0,00",0,0,"0,00%"
2026-03-13,fonte laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,5,"40,00%","1,49","2,99","66,67%","100,00%","0,00",0,0,"0,00%"
2026-03-13,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,32,"6,25%","2,25","4,49","44,44%","88,89%","0,00",0,0,"0,00%"
2026-03-26,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,48,"4,17%","2,12","4,24","38,71%","83,87%","0,00",0,0,"0,00%"
2026-04-19,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,11,"18,18%","1,17","2,33","20,00%","100,00%","0,00",0,0,"0,00%"
2026-03-12,lente co2,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,19,"10,53%","2,63","5,26","36,84%","84,21%","0,00",0,0,"0,00%"
2026-07-26,serviço de corte a laser metal,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,23,"8,70%","1,06","2,11","20,00%","90,00%","0,00",0,0,"0,00%"
2026-07-28,serviço de corte a laser metal,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,17,"11,76%","0,93","1,85","25,00%","75,00%","0,00",0,0,"0,00%"
2026-03-25,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,93,"2,15%","2,41","4,83","60,27%","86,30%","0,00",0,0,"0,00%"
2026-04-17,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,35,"5,71%","1,51","3,02","37,50%","81,25%","0,00",0,0,"0,00%"
2026-04-19,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,47,"4,26%","1,16","2,32","26,92%","92,31%","0,00",0,0,"0,00%"
2026-07-12,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,15,"13,33%","0,76","1,51","12,50%","37,50%","0,00",0,0,"0,00%"
2026-07-14,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,8,"25,00%","0,51","1,02","40,00%","60,00%","0,00",0,0,"0,00%"
2026-07-23,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,32,"6,25%","0,96","1,91","20,00%","32,00%","0,00",0,0,"0,00%"
2026-03-27,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,32,"6,25%","2,00","4,00","60,00%","100,00%","0,00",0,0,"0,00%"
2026-04-21,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,28,"7,14%","2,44","4,87","11,76%","70,59%","0,00",0,0,"0,00%"
2026-06-29,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,27,"7,41%","1,01","2,02","10,53%","63,16%","0,00",0,0,"0,00%"
2026-07-07,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,34,"5,88%","0,14","0,27","0,00%","66,67%","0,00",0,0,"0,00%"
2026-03-12,lente fiber laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,11,"18,18%","1,70","3,40","42,86%","100,00%","0,00",0,0,"0,00%"
2026-03-13,lente fiber laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",2,15,"13,33%","1,54","3,08","45,45%","81,82%","0,00",0,0,"0,00%"
2026-07-12,tubo laser co2,Qualificado, --,Correspondência de frase,03 [V4] SEACH_PEÇAS,Peças,BRL,"0,01",2,19,"10,53%","2,52","5,04","20,00%","60,00%","0,00",0,0,"0,00%"
2026-07-23,tubo laser co2,Qualificado, --,Correspondência de frase,03 [V4] SEACH_PEÇAS,Peças,BRL,"0,01",2,25,"8,00%","1,63","3,25","13,64%","77,27%","0,00",0,0,"0,00%"
2026-07-03,espelho maquina laser,Qualificado, --,Correspondência de frase,03 [V4] SEACH_PEÇAS,Peças,BRL,"0,01",2,3,"66,67%","1,80","3,60","50,00%","50,00%","0,00",0,0,"0,00%"
2026-07-14,acessorios para maquina laser,Limitado,baixa qualidade,Correspondência de frase,03 [V4] SEACH_PEÇAS,Peças,BRL,"0,01",2,77,"2,60%","1,88","3,75","13,46%","46,15%","0,00",0,0,"0,00%"
2026-07-22,acessorios para maquina laser,Limitado,baixa qualidade,Correspondência de frase,03 [V4] SEACH_PEÇAS,Peças,BRL,"0,01",2,141,"1,42%","1,34","2,68","3,88%","18,45%","0,00",0,0,"0,00%"
2026-07-15,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",2,86,"2,33%","0,29","0,58","0,00%","55,56%","0,00",0,0,"0,00%"
2026-07-11,maquina de solda a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",2,46,"4,35%","1,59","3,18","15,38%","51,28%","0,00",0,0,"0,00%"
2026-07-04,maquina de gravacao a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,BRL,"0,01",2,115,"1,74%","1,61","3,22","18,18%","43,94%","0,00",0,0,"0,00%"
2026-07-18,maquina de gravacao a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,BRL,"0,01",2,155,"1,29%","0,15","0,30",0,0,"0,00",0,0,"0,00%"
2026-07-20,maquina de gravacao a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,BRL,"0,01",2,159,"1,26%","0,13","0,26",0,0,"0,00",0,0,"0,00%"
2026-06-07,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,57,"1,75%","0,99","0,99","8,82%","88,24%","0,00",0,0,"0,00%"
2026-06-12,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,7,"14,29%","0,81","0,81","25,00%","75,00%","0,00",0,0,"0,00%"
2026-07-09,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,165,"0,61%","0,15","0,15",0,0,"0,00",0,0,"0,00%"
2026-07-27,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,28,"3,57%","0,56","0,56","0,00%","33,33%","0,00",0,0,"0,00%"
2026-07-28,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,62,"1,61%","0,21","0,21","0,00%","33,33%","0,00",0,0,"0,00%"
2026-03-10,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,22,"4,55%","7,52","7,52","62,50%","100,00%","0,00",0,0,"0,00%"
2026-03-13,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,68,"1,47%","0,77","0,77","10,42%","81,25%","0,00",0,0,"0,00%"
2026-03-14,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,18,"5,56%","1,42","1,42","14,29%","85,71%","0,00",0,0,"0,00%"
2026-04-19,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,13,"7,69%","0,94","0,94","20,00%","90,00%","0,00",0,0,"0,00%"
2026-05-23,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,2,"50,00%","0,82","0,82","0,00%","100,00%","0,00",0,0,"0,00%"
2026-06-24,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,9,"11,11%","0,79","0,79","0,00%","100,00%","0,00",0,0,"0,00%"
2026-06-30,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,80,"1,25%","0,38","0,38","5,88%","47,06%","0,00",0,0,"0,00%"
2026-07-10,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,146,"0,68%","0,56","0,56","0,00%","25,00%","0,00",0,0,"0,00%"
2026-07-22,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,36,"2,78%","0,21","0,21","20,00%","75,00%","0,00",0,0,"0,00%"
2026-07-24,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,30,"3,33%","0,93","0,93","15,00%","70,00%","0,00",0,0,"0,00%"
2026-03-12,Zumaq,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,1,"100,00%","1,73","1,73","0,00%","100,00%","0,00",0,0,"0,00%"
2026-05-22,Zumaq,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,4,"25,00%","1,61","1,61","0,00%","100,00%","0,00",0,0,"0,00%"
2026-03-10,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,15,"6,67%","6,47","6,47","50,00%","100,00%","0,00",0,0,"0,00%"
2026-04-18,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",1,7,"14,29%","0,91","0,91","25,00%","100,00%","0,00",0,0,"0,00%"
